date,meantemp,humidity,meanpressure,wind_speed
2022-08-19,28.58,20.69,99.28,1.29
2022-08-20,27.56,21.18,99.23,1.62
2022-08-21,26.84,20.81,99.17,5.27
2022-08-22,28.12,21.61,99.43,2.62
2022-08-23,28.94,21.0,99.5,1.11
2022-08-24,29.21,21.3,99.39,1.08
2022-08-25,28.9,22.03,99.0,2.34
2022-08-26,26.52,20.57,99.31,4.73
2022-08-27,27.58,20.81,99.72,2.42
2022-08-28,28.02,21.06,99.71,2.14
2022-08-29,27.84,21.0,99.87,2.35
2022-08-30,28.04,20.81,99.83,2.45
2022-08-31,28.28,20.81,99.66,1.62
2022-09-01,27.21,21.06,99.83,2.1
2022-09-02,28.18,19.65,99.81,2.05
2022-09-03,29.26,20.45,99.54,1.38
2022-09-04,27.38,20.45,99.66,3.25
2022-09-05,27.15,17.4,99.8,2.85
2022-09-06,28.26,17.7,99.81,2.32
2022-09-07,27.49,19.23,100.11,2.28
2022-09-08,26.26,20.39,100.25,2.95
2022-09-09,26.06,19.35,100.29,2.18
2022-09-10,26.94,19.23,100.13,1.52
2022-09-11,27.06,19.17,99.94,1.67
2022-09-12,26.93,18.86,99.91,1.58
2022-09-13,27.7,18.86,99.91,1.2
2022-09-14,28.07,18.8,99.84,1.47
2022-09-15,27.74,19.53,99.6,1.96
2022-09-16,27.15,20.69,99.37,1.77
2022-09-17,27.79,20.57,99.56,1.63
2022-09-18,28.29,20.26,99.64,1.36
2022-09-19,28.66,19.96,99.61,1.29
2022-09-20,28.23,20.02,99.67,1.58
2022-09-21,27.51,20.45,99.79,1.75
2022-09-22,26.98,20.2,99.89,2.71
2022-09-23,26.65,19.1,100.01,2.55
2022-09-24,25.87,18.92,99.99,2.53
2022-09-25,25.98,18.8,100.02,2.94
2022-09-26,26.86,18.31,99.96,1.98
2022-09-27,27.3,18.8,99.72,2.58
2022-09-28,25.21,18.49,99.56,4.06
2022-09-29,25.12,19.1,99.61,3.73
2022-09-30,26.0,18.62,99.8,1.8
2022-10-01,25.99,19.84,99.86,2.86
2022-10-02,25.94,20.02,99.99,2.59
2022-10-03,26.22,19.23,100.16,2.45
2022-10-04,25.96,18.8,100.3,1.67
2022-10-05,26.41,19.04,100.29,1.95
2022-10-06,26.27,18.86,100.29,2.12
2022-10-07,25.37,18.55,100.36,2.91
2022-10-08,23.56,16.48,100.47,2.46
2022-10-09,23.62,16.48,100.73,4.38
2022-10-10,19.85,10.5,101.12,3.84
2022-10-11,20.4,10.5,100.77,2.45
2022-10-12,21.54,11.41,100.57,2.0
2022-10-13,22.05,11.35,100.46,2.22
2022-10-14,22.01,12.15,100.3,3.41
2022-10-15,21.73,11.84,100.3,3.48
2022-10-16,21.71,12.57,100.46,3.7
2022-10-17,22.36,13.18,100.48,4.85
2022-10-18,20.55,11.29,100.56,4.59
2022-10-19,17.58,9.58,100.67,2.73
2022-10-20,17.05,11.05,100.74,4.27
2022-10-21,20.58,13.73,100.77,2.92
2022-10-22,24.33,15.2,100.65,2.38
2022-10-23,25.32,15.87,100.47,2.34
2022-10-24,24.53,15.62,100.39,2.22
2022-10-25,23.83,16.05,100.56,1.77
2022-10-26,24.19,16.78,100.45,1.94
2022-10-27,24.32,16.54,100.39,2.02
2022-10-28,23.43,15.2,100.52,1.97
2022-10-29,22.91,14.34,100.52,2.28
2022-10-30,22.42,13.73,100.42,3.15
2022-10-31,21.44,12.7,100.56,4.04
2022-11-01,20.41,10.93,100.47,3.7
2022-11-02,20.33,10.5,100.24,2.49
2022-11-03,20.76,10.5,100.34,2.18
2022-11-04,21.49,11.29,100.64,2.23
2022-11-05,20.44,11.72,100.86,2.62
2022-11-06,20.51,11.96,100.74,1.62
2022-11-07,21.11,13.12,100.62,1.5
2022-11-08,21.71,13.18,100.6,1.29
2022-11-09,21.58,13.31,100.6,1.56
2022-11-10,22.76,15.32,100.52,1.75
2022-11-11,24.03,16.48,100.42,2.12
2022-11-12,24.25,16.54,100.32,1.98
2022-11-13,24.08,16.42,100.41,1.74
2022-11-14,24.36,16.78,100.42,1.91
2022-11-15,24.36,17.15,100.31,2.54
2022-11-16,24.74,17.58,100.12,2.86
2022-11-17,24.9,17.46,100.11,2.5
2022-11-18,25.05,17.82,100.25,2.56
2022-11-19,24.15,16.78,100.36,2.79
2022-11-20,22.01,13.98,100.31,2.03
2022-11-21,23.35,15.69,100.14,1.65
2022-11-22,24.05,16.42,100.1,1.95
2022-11-23,23.08,15.2,100.21,2.29
2022-11-24,21.38,14.95,100.34,2.34
2022-11-25,22.28,15.32,100.42,1.73
2022-11-26,22.81,15.99,100.22,2.12
2022-11-27,25.37,18.49,99.78,4.07
2022-11-28,26.26,18.8,99.77,2.91
2022-11-29,26.32,18.8,99.98,1.7
2022-11-30,20.21,13.55,100.56,3.9
2022-12-01,12.15,7.39,101.19,4.23
2022-12-02,12.65,6.96,101.06,3.01
2022-12-03,15.19,9.09,100.73,1.95
2022-12-04,14.82,9.22,100.95,3.16
2022-12-05,14.3,7.75,101.23,3.71
2022-12-06,14.05,7.69,100.93,2.45
2022-12-07,14.37,8.36,100.87,2.22
2022-12-08,15.68,9.64,100.79,2.07
2022-12-09,15.96,9.77,100.66,1.91
2022-12-10,16.2,9.95,100.65,2.33
2022-12-11,16.06,8.67,100.79,2.65
2022-12-12,14.73,7.32,101.03,3.2
2022-12-13,13.82,6.65,101.0,2.11
2022-12-14,13.83,6.41,101.14,2.78
2022-12-15,13.51,6.9,100.64,2.05
2022-12-16,15.51,8.54,100.71,2.38
2022-12-17,12.58,5.98,101.71,6.09
2022-12-18,10.91,4.76,101.66,3.3
2022-12-19,11.31,4.94,101.0,1.98
2022-12-20,15.08,7.87,100.68,1.54
2022-12-21,16.1,7.75,100.83,2.3
2022-12-22,15.4,7.63,100.63,2.2
2022-12-23,15.86,8.12,100.74,2.17
2022-12-24,15.78,7.69,100.99,1.82
2022-12-25,15.67,8.3,100.96,2.23
2022-12-26,16.7,10.44,101.01,1.83
2022-12-27,16.87,10.68,100.94,2.98
2022-12-28,12.26,7.87,101.29,4.04
2022-12-29,11.29,6.71,101.6,3.25
2022-12-30,11.14,6.59,101.65,2.38
2022-12-31,12.69,7.08,101.49,2.37
